TICKER,ISIN,INDUSTRY,TR_ANALYTICCO2,TR_ANALYTICTOTALWASTE,TR_ENVPRODUCTS,TR_ANALYTICENVRND,TR_ANALYTICWATERUSE,TR_ANALYTICENERGYUSE,TR_POLICYHUMANRIGHTS,TR_POLICYRESPONSIBLEMARKETING,TR_PRODUCTQUALITYMONITORING,TR_POLICYDATAPRIVACY,TR_WOMENEMPLOYEES,TR_AVGTRAININGHOURS,TR_TRADEUNIONREP,TR_ANALYTICLOSTDAYS
IAB,NFVPN2XLUFJ3,Transport infrastructure,0.69,,,,0.54,,,,,0.94,0.95,0.94,,0.19
IABH,LSAGI2XZB053,Investment holding companies,0.62,0.65,,0.40,0.22,0.45,,0.31,,,,0.37,,0.81
IADK,AROFXYG32IN4,"Computers, phones and household electronics ",,,,0.06,0.51,0.74,,,0.92,,0.80,,0.91,0.31
IAE,PBFHBUY570V0,Multiline utilities,0.17,0.87,0.27,0.29,0.59,0.60,0.95,0.90,,,,0.17,,0.18
IAEC,YCL4DZ3AWUH5,Diversified industries,0.34,0.86,0.60,,,0.05,,,,,,0.94,,0.13
IAEK,URF2CKFXO943,Electronic equipment and parts,0.79,,,,,0.65,0.42,0.75,,,0.21,0.65,0.28,0.44
IAF,ASN6UBLBMBB7,Construction and engineering,,,,0.79,0.75,,,0.45,,,,,0.95,0.47
IAG,LZ1BLT5OJGN2,Food and drug retailing,,0.66,,,,,,0.42,0.95,0.46,0.51,0.06,,
IAI,VQTJPWU1JHI9,Natural gas utilities,,,0.86,,,,,0.07,,0.67,0.66,0.02,,0.92
IAIA,OOEYQY3OJLY7,Communications and networking,0.94,0.18,,0.30,0.49,0.48,,0.57,,,0.52,0.72,0.61,
IAIC,RAZ533CNFWP8,Hotels and entertainment services,0.25,0.02,0.50,0.64,,,0.72,0.33,0.44,,,0.61,0.55,0.49
IAIQ,YF1CEHPROK24,Hotels and entertainment services,,,,0.24,0.20,0.29,0.14,,0.99,,0.52,,0.86,0.47
IAIY,BB8J832BN425,Containers and packaging,,,0.34,0.43,0.23,0.13,0.51,0.02,,0.22,0.45,0.64,,0.14
IAK,YCCRVRJ6AZA6,Communications and networking,,,0.84,0.46,0.79,0.14,0.66,0.71,,0.80,,,0.06,0.60
IAMJ,VETEAWEO8927,Hotels and entertainment services,0.50,0.89,,0.07,,,0.26,0.75,,,,0.66,0.10,0.13
IAMY,ZPR933CGZ7N5,Diversified industries,,0.69,,0.20,0.94,0.34,,0.64,,,0.97,,0.68,0.23
IAP,SXR3PUH6QQC8,Natural gas utilities,,0.69,0.25,,,,,,0.34,,,0.31,0.34,
IAS,KSIA4MG55VQ6,Oil and gas,0.25,,0.67,,,0.22,,,0.66,0.05,,0.94,0.97,
IATG,JT3DFPYIWVI0,Oil and gas,0.81,0.91,,,,,,0.23,,,,,0.18,0.91
IAUS,HPYFCTM4R134,Electric utilities and IPPs,,0.71,,0.86,0.76,0.98,0.97,,,0.98,0.10,,,
IAUY,YZT1MKVL43Q5,Household goods,0.62,,,,,,0.42,0.73,0.30,0.26,,,,
IAXS,YJA1PWVB04W4,Pharmaceuticals,,,,0.13,,0.88,,,0.04,0.48,0.13,,0.55,
IBAC,WG50JQ36UIO9,Investment banking and investment services,,,0.28,,0.93,,0.44,0.14,,,0.41,0.97,,0.45
IBDJ,AV7DIJP7Q394,Hotels and entertainment services,,0.41,,0.70,0.67,0.54,,0.73,0.42,0.41,0.64,0.54,0.67,
IBDS,YG6KKQ3GAT21,Oil and gas,,0.61,0.67,,0.67,,0.68,,0.34,0.59,0.53,0.06,,0.39
IBF,WSEWPEJR4VL2,Food and tobacco,,,,,,,0.92,0.62,,0.88,0.96,,,0.17
IBHV,IYQVQQM0RLT2,Metals and mining,0.80,0.08,0.66,,0.15,,,,0.95,0.53,0.46,0.86,0.01,
IBI,JILAX3XQ82Q1,Freight and logistics services,0.90,,0.98,,0.65,,,0.79,0.56,0.08,,0.14,,0.04
IBK,LZNXJCLZ2QG8,Professional and commercial services,0.91,0.52,,0.24,0.07,0.87,,,0.18,,0.54,,0.89,0.57
IBM,NSWGGLZQNIW9,Healthcare providers and services,0.85,,0.55,0.79,0.20,,0.97,,0.85,0.26,,0.56,0.70,0.13
IBM,DPWVX5JQLYS0,Chemicals,,0.15,0.31,,0.29,0.11,,0.76,0.91,,0.43,0.02,,0.68
IBMB,GKGB3VJP0L57,Industrial conglomerates,0.01,0.32,,,,,0.18,0.69,,0.11,,,,
IBW,MPERFZS72ZJ9,Automobiles and auto parts,,0.26,0.27,,,0.82,,,0.90,,0.95,,0.75,
IBX,ULH9YCGOST23,Diversified retail,0.99,,,0.53,0.06,,,0.76,0.00,0.77,0.85,0.91,0.75,
ICC,HGSQMD8IIZ32,Automobiles and auto parts,,,,,,,0.24,,0.09,,0.23,,0.54,0.09
ICE,HCM3BVTVU1R4,Uranium,,0.17,0.07,,0.91,0.78,,0.92,,,,0.81,,0.04
ICFT,DTG54MSX4UW7,Passenger transportation services,0.93,0.53,0.03,0.97,0.06,,,0.17,0.34,,,0.67,0.95,
ICH,INAGOQRQS9F7,Coal,0.77,0.41,,0.04,0.30,0.75,0.92,0.54,0.48,,0.16,,0.78,0.28
ICH,MNX82885EOR9,Chemicals,0.94,,0.67,,0.79,0.44,0.56,,,0.91,,,,0.06
ICNY,WCVCZJK6IPS8,Food and tobacco,,0.69,0.36,0.21,,,,,,0.88,0.58,0.28,0.38,0.24
ICO,VJ2TACOI85W6,Beverages,0.11,0.64,0.85,,0.40,0.21,,,0.37,0.38,0.08,0.86,,0.64
ICP,GJDC0ZQGYKS0,Household goods,0.30,,,0.23,,0.32,0.87,0.50,0.56,0.62,,0.19,,0.09
ICT,PJS598SQ0Y80,Diversified industries,0.21,,0.37,,,,0.20,0.41,,0.84,,,0.61,0.09
ICU,QFPCV9EXNTN4,Biotechnology and medical research,0.68,,,0.40,0.59,,,,,0.83,0.10,0.56,0.06,0.55
ICU,FXI0L667JR60,Construction and engineering,,0.79,0.52,,0.25,0.59,,0.43,,0.31,0.20,,0.65,0.36
ICV,AVW436ZBRIQ7,Hotels and entertainment services,0.08,0.21,,0.43,0.46,0.63,0.48,0.25,,,0.20,0.42,0.07,
IDET,AGB19QIJS348,Specialty retailers,,0.74,,0.73,,0.89,0.32,0.27,,0.45,,0.58,0.17,
IDI,DWO1ZGSOLTO1,Office equipment,,,0.20,0.18,0.78,0.58,,0.90,0.39,,0.32,,0.18,
IDO,ZA7SRWLXJD96,Real estate operations,,0.55,0.94,0.10,,0.26,,0.24,0.76,,0.79,,0.86,0.82
IDQ,KL8HPV5DY915,Software and IT services,,0.72,0.61,,,0.01,,0.47,0.78,,0.97,0.35,,
IDQS,KQ8ARX8JV2B9,Electronic equipment and parts,0.77,0.83,,0.93,0.30,,0.96,,,,0.99,,0.64,
IDR,CB0NH5XJAO87,"Machinery, tools, heavy vehicles, trains and ships",,0.59,,,,,0.08,0.58,,0.34,0.85,0.27,0.81,0.42
IDSG,NFOHZWUI5G53,Pharmaceuticals,0.07,0.07,0.15,0.62,,0.71,0.05,0.47,0.15,,,0.23,0.32,
IDT,CLSULXHOM9K1,Natural gas utilities,,0.93,,0.95,0.83,0.67,,,,,,0.72,0.96,0.73
IDTW,DCC1PWEHBBA1,Aerospace and defense,0.39,0.09,0.32,0.37,0.80,0.73,0.48,0.67,,,,,0.14,
IDWO,XY9FK9IKUM15,Textiles and apparel,0.88,0.50,0.71,0.50,0.27,0.95,,0.47,0.45,0.62,,,,
IDY,YP87JCRG9FG5,Communications and networking,0.01,,,0.52,,,0.28,0.24,0.07,,0.23,0.47,,
IEAF,TOS1VJ7G6C55,Investment holding companies,0.70,0.63,,,0.07,,,,0.51,,,,0.82,0.22
IEE,HO54MDQ9LY13,Media and publishing,0.70,0.75,,,0.49,0.77,0.71,,0.93,0.82,0.63,0.13,0.11,
IEE,NQE4M1Y07O22,Diversified retail,0.21,,,0.33,,,0.22,0.88,0.97,,0.97,,,
IEF,QCUK73C5OOE9,Uranium,0.60,0.78,0.53,0.12,,0.63,0.32,0.25,0.31,0.26,0.34,,0.83,
IEGU,VPCO1SLPLE51,Insurance,0.85,,0.20,0.30,,0.20,,,0.68,0.08,0.65,0.07,,
IEI,JP8UH8NZHTC0,Leisure products,,,,0.56,0.72,,0.37,,,,0.18,,0.11,0.35
IEQM,TI2UVFCI4S66,Construction materials,0.80,,,,0.57,0.91,0.61,,,,,,0.97,0.02
IER,GITMRDSMD7O2,Diversified retail,,,,,0.93,,,0.10,0.01,,0.93,0.87,0.26,
IER,XDDYKTK8FTR7,Collective investments,0.75,0.40,0.48,0.23,0.44,,,,,0.30,,0.18,,
IET,VX2H7CG5UZF8,Residential and commercial REITs,0.89,0.02,0.98,0.87,,0.56,0.91,0.52,,0.39,,0.81,,
IEU,CPN9JW22SWC5,Healthcare equipment and supplies,0.77,,,0.99,0.34,0.62,,,,0.69,0.92,0.86,0.52,0.43
IEW,UN86K3U9WO05,Containers and packaging,0.44,0.80,0.25,0.48,0.52,0.15,,,0.56,0.99,,,0.04,0.09
IEXO,IFGZBKQHMAP3,Real estate operations,1.00,0.18,0.78,0.57,,0.14,0.44,0.36,0.21,,,0.37,0.72,0.10
IFA,ASBYOGSX1893,"Computers, phones and household electronics ",0.64,0.99,0.20,,0.18,0.77,,,0.97,,,,0.62,
IFCY,ISE902ZTCI43,Homebuilding and construction supplies,0.26,0.27,0.80,0.77,,0.76,,,,0.33,0.61,0.49,,0.58
IFGZ,JSA5CMA7E3J0,Healthcare providers and services,0.23,0.21,,,,,0.35,0.85,,,,,,0.94
IFI,PGT3AUMWUFN6,Leisure products,0.15,0.40,,,,,0.71,,,0.35,,,,
IFIV,XSOTAOEY29R3,Hotels and entertainment services,0.03,,0.51,,,,0.23,,0.04,,,,0.19,0.34
IFME,RQQ42MDFNEO5,Water and related utilities,0.01,,,0.64,0.13,0.89,0.19,,,0.64,,0.43,,0.98
IFPB,TUPFYYO6JJ46,Freight and logistics services,,,0.75,0.85,0.71,0.65,,,0.73,0.54,,0.57,0.78,
IFQ,YN174BDYYLP8,Multiline utilities,0.38,0.82,0.53,0.05,,0.25,0.23,,0.98,0.92,0.71,,,0.15
IFR,EOVVSEHZCMZ3,Semiconductors,0.77,,,0.84,0.14,0.36,0.80,,,0.31,,0.79,,0.13
IFT,TH0TQYKOUKM1,Healthcare equipment and supplies,,0.58,0.74,0.45,,0.94,0.29,0.75,0.06,,,,0.60,0.91
IFU,BL45JDC999D6,Media and publishing,,,0.48,,0.47,,0.11,,0.14,,0.73,0.97,0.25,0.99
IFVG,ZNHTPSSARQC4,Software and IT services,0.41,0.88,,,,0.55,,0.08,,0.32,,,,
IFWK,OAEVZ9JTZNN3,Electric utilities and IPPs,0.87,0.89,,0.82,0.46,,0.59,0.73,0.04,,0.63,0.45,,
IFY,AOM51B3O84Q9,Freight and logistics services,,0.33,0.96,0.80,,,0.29,,0.84,,,,,
IGCV,UKE7TL09FUN3,Leisure products,0.32,,0.68,,,0.43,0.85,,,,0.89,0.73,0.47,0.89
IGCZ,IABUWGRKKKF1,Construction and engineering,0.22,0.84,0.95,,,,0.83,,,,0.66,0.26,0.53,
IGDB,WTNMO6OX2167,Hotels and entertainment services,,,,0.77,,,0.48,0.25,,,,,0.39,
IGE,YU1331ZAE436,Passenger transportation services,,0.84,0.41,,0.87,0.29,0.98,,0.15,0.67,,,,0.33
IGG,WR8DHFIOBKO6,Diversified retail,0.67,0.16,,0.80,0.75,,,,,,,,0.22,0.99
IGJ,SEJB8TKXQNC6,Coal,,,,0.27,0.66,,,0.45,0.24,0.05,,0.20,,
IGJ,RE4TBE9MYZC1,Automobiles and auto parts,0.13,0.90,0.74,0.43,0.06,,0.52,0.77,0.44,0.25,,0.67,0.04,
IGOB,EVSNCHDIOLG8,Textiles and apparel,0.43,,0.68,,0.25,,0.43,,,,0.61,,0.29,0.11
IGP,EAG5B4FT4NX8,Communications and networking,0.70,,0.69,,,,0.12,0.70,,,0.73,,0.98,0.03
IGU,EQRQ36UOIL32,Biotechnology and medical research,,,0.27,0.61,,0.57,,0.77,,,0.35,0.44,,
IGX,EYRH82OCIAS4,Healthcare providers and services,0.00,0.80,0.94,0.00,0.63,0.93,,0.43,0.44,0.10,,0.36,0.93,
IGXB,ZMQRXRNGR0X7,Collective investments,0.34,0.59,0.34,0.88,,0.36,,0.33,0.93,,0.27,,0.03,
IHCR,OC5I037582N8,Freight and logistics services,,0.69,,0.36,,0.73,0.18,0.99,,,0.96,,0.97,0.55
IHD,RMZ3ESRXAEA1,Communications and networking,0.97,0.94,,0.61,,0.93,,,,0.24,,0.06,0.29,0.55
IHDU,HOFNIDX50YQ4,Chemicals,0.53,0.88,,0.53,0.99,0.19,0.66,0.72,0.30,0.21,,0.07,,0.37
IHF,PY3VTGM1V9V7,Hotels and entertainment services,0.78,0.96,,0.20,0.24,0.37,0.75,,0.09,,0.69,0.69,0.93,
IHF,YYB9663T5931,Passenger transportation services,,,,0.50,0.98,,0.35,,,,,,,0.28
IHHD,YESO8N8ECU73,Containers and packaging,0.98,0.57,,,0.47,0.29,0.43,,0.44,,,0.43,0.11,0.36
IHIH,XA4VYWSKSHL9,Natural gas utilities,,0.32,,,0.64,0.55,0.55,,,0.38,,0.39,0.43,
IHNY,VHDJIXUBVIK4,"Machinery, tools, heavy vehicles, trains and ships",0.52,0.29,0.21,,,,,,0.23,0.79,0.01,0.52,,0.40
IHQ,AI3TO52F5QL4,Metals and mining,,0.19,0.54,0.58,,0.20,,,,0.80,0.82,,0.80,
IHSA,XTEK8445G8A1,Biotechnology and medical research,0.01,0.21,,0.33,,0.50,0.40,0.85,0.03,,,,0.76,
IHST,PGCSTL5Y35N3,Diversified industries,0.68,,0.21,,,0.75,0.59,0.22,,0.36,,0.40,,0.21
IHV,GUJXNQB3JD91,Freight and logistics services,,0.05,0.80,0.28,0.90,,,,0.33,,,0.37,0.28,0.66
IHVO,PKDTI3H12FD6,Metals and mining,0.83,0.34,,0.34,,0.31,0.51,,0.49,0.80,0.83,,,0.33
IHWO,IJ8LLME6IH52,Healthcare providers and services,,,0.62,0.48,,0.39,,0.93,0.65,0.12,,0.73,,0.17
IICP,YNB2J0MDMAW0,Collective investments,0.24,0.00,0.48,0.08,,,0.67,0.56,0.36,,,,,
IIK,PKX67E6YR5K6,Oil and gas related equipment and services,,0.95,0.03,,,,,0.31,,,0.47,0.65,,0.78
IIL,BT7GLK3TH6S6,Coal,0.03,0.06,0.93,0.81,0.03,0.77,0.78,,0.16,0.78,,0.22,0.57,0.98
IIQ,EJRZUMHCXCF2,Leisure products,0.48,,,,0.11,0.83,0.87,0.24,0.35,0.13,0.49,,0.21,0.31
IIR,FD1LGK3GV3S4,Homebuilding and construction supplies,0.88,0.11,0.40,,0.32,0.42,,,0.06,0.13,0.50,,0.38,
IITB,QZ7Z5HVTU200,Natural gas utilities,,,0.53,0.78,0.83,,0.70,0.12,,,0.82,0.22,0.97,0.82
IITJ,BT29EB054X14,Healthcare providers and services,,,,0.24,0.54,0.75,,0.12,0.01,0.62,,0.09,0.66,0.75
IIWC,EQTJ7D9B5C49,Communications and networking,,0.84,,0.59,0.66,0.68,,,0.84,0.29,0.38,,0.26,
IIY,UXJKYULYUBM0,Freight and logistics services,0.31,,0.66,0.52,,0.66,0.77,0.37,,0.61,0.23,0.82,0.63,0.90
IJB,LH36BMMBLFK5,Office equipment,0.82,0.31,0.66,0.74,,0.24,0.18,,,,,0.66,,0.92
IJCP,LENC4P9MM4F7,Hotels and entertainment services,,,0.29,0.57,,0.80,,,0.66,0.38,0.76,0.07,0.09,
IJH,IGZFBTJWYQG6,Water and related utilities,,,,,0.09,0.19,,0.38,0.21,,,0.28,0.06,
IJHP,UN0Z1GP4E718,Investment banking and investment services,,0.20,,0.55,,0.11,0.01,0.08,0.70,,,,,0.94
IJK,GTBQW51H6VX1,Electronic equipment and parts,0.26,0.71,,,0.60,0.59,0.31,0.14,0.66,,,0.72,,
IJR,WZBTTILMAZU2,"Machinery, tools, heavy vehicles, trains and ships",,,0.91,0.66,0.70,0.47,,,,,,0.40,,0.94
IJT,YA1TO1DN0367,Personal and household,0.51,0.03,0.18,0.07,,,0.22,0.04,,0.66,0.91,0.53,,
IJV,UBBVOMKOISU8,Natural gas utilities,,0.79,,0.66,,,,,0.84,0.59,0.38,0.83,0.38,0.33
IJXN,ZUPDCBPT2YT1,Paper and forest products,0.58,0.54,,,0.79,,0.10,0.35,0.56,0.73,0.68,,,0.05
IJY,TF5OP12BGLZ4,Construction materials,0.75,0.96,,0.08,0.78,0.69,,0.75,,,,0.77,0.49,
IJZ,RLBWEW591TL1,Media and publishing,0.46,0.64,,,,0.75,,,,,,0.58,0.10,0.06
IJZH,BTRMUNXAXE13,Diversified industries,,,0.36,,0.24,,0.90,0.78,0.01,0.53,,,0.43,
IKAP,KZDZBSCN4E31,Electronic equipment and parts,,0.80,0.73,0.07,0.25,0.20,0.17,,,,0.96,,0.86,
IKC,KFLNWD17M1S3,Professional and commercial services,,0.82,0.56,0.65,,0.72,,0.15,0.84,0.73,0.16,0.36,,0.23
IKDM,GB21A0V22365,Biotechnology and medical research,0.46,0.32,,0.49,0.42,0.84,0.06,,0.34,,0.55,0.16,,0.57
IKDM,AJ05XJURIWC2,Real estate operations,0.91,,0.84,0.07,,0.82,0.35,0.99,0.36,0.06,0.87,0.22,0.10,
IKGE,NSKJIJKP85X5,Pharmaceuticals,0.15,0.17,0.06,,,,0.59,,0.65,,0.79,0.92,,
IKGK,ZN1M8YTVEQL7,Investment holding companies,0.98,,0.28,,0.75,,,,0.95,,,0.17,,
IKGQ,YOQYYC01ZGV7,Healthcare equipment and supplies,,0.73,0.50,,0.01,0.60,,0.87,0.67,0.12,0.01,,,
IKIP,DI9PT3Y45F57,Chemicals,,,0.43,0.55,0.39,0.77,,,,,,0.46,,0.05
IKJ,ZIM12RGC0QQ3,Metals and mining,,,0.48,0.17,0.27,0.60,0.30,0.18,0.47,0.26,,0.18,,0.44
IKK,XTPP6DA94S41,Electronic equipment and parts,,,0.88,,,,,,,,,,,
IKL,DCK0NARKMTS5,Aerospace and defense,,0.37,0.30,1.00,,0.10,,,0.95,,0.19,,,0.27
IKP,YPKP3QNPW7R8,Oil and gas,,0.30,0.25,0.11,,,,,,0.10,,0.23,0.55,
IKQB,XFIEI6IUC980,Multiline utilities,0.71,0.45,,0.69,0.29,0.76,0.42,,,0.07,0.09,,0.73,0.14
IKTU,QENSS0HPTAU4,Passenger transportation services,0.62,,,,,0.01,,,0.11,,0.47,,,0.94
IKU,QX34KFIHITG4,Freight and logistics services,0.64,0.26,0.97,,0.95,0.15,,,,,0.79,0.59,,0.35
IKVX,LHQ1SGZQ6NP5,Telecommunications services,,0.35,,,0.14,0.17,0.16,0.36,0.41,,,0.83,,0.87
IKWW,JDNY2KTF3WC2,Personal and household,0.31,0.69,0.54,0.58,,0.37,0.07,0.27,0.97,,0.89,,0.47,0.56
IKXB,KSOIJUOHC2U2,Household goods,,,,0.36,,,,0.08,0.46,0.73,0.59,,0.54,
IKXS,OZG8V3U0DB77,Professional and commercial services,,0.35,0.55,0.60,,,0.09,,,0.82,,,0.95,0.16
ILC,SRI46IN4VO14,Collective investments,,0.50,0.62,0.28,,,,,0.67,,0.69,0.81,,0.92
ILC,MVKGPC9B7II1,Passenger transportation services,,0.33,,,0.70,,0.73,,,0.17,,0.72,0.65,
ILC,ZGYNZ8HDQVO4,Construction materials,,0.84,0.63,0.33,0.37,0.98,,0.42,0.00,0.29,0.15,,,0.21
ILD,DXXQNNGGEN94,Construction materials,,,0.98,0.21,0.45,,0.05,,,,,0.68,,0.47
ILDS,NZD67QRIMJB9,Office equipment,,0.82,0.98,,0.02,0.43,,,,,0.14,,,0.62
ILE,OA2R53BZFVX4,Specialty retailers,0.59,0.44,0.26,0.45,,,0.26,0.86,,0.28,0.68,,,
ILE,BHTES54YBWM4,Coal,0.57,,,,,0.06,0.51,,0.47,0.95,,,0.28,0.41
ILF,SCC00VJLJCD7,Natural gas utilities,0.10,0.92,0.02,,0.76,,0.40,,0.68,,0.75,,0.96,
ILFD,YOK45VO83DQ5,Passenger transportation services,,0.83,0.51,,0.95,,0.32,0.04,0.95,0.15,,,0.94,
ILHU,NN6BO1CB1GH0,Transport infrastructure,,,0.87,,0.89,,,0.88,,0.56,0.46,,,
ILI,TW7CRH4GNGV8,Textiles and apparel,0.75,0.87,,0.48,,,,,0.60,0.29,,0.05,0.07,0.91
ILJU,JWN0UUH23G08,Multiline utilities,,,,,0.33,0.79,0.69,,0.58,0.66,,0.94,0.23,
ILK,WQKCPRLEXYZ1,Software and IT services,0.34,0.76,0.96,0.46,,,,0.42,0.34,,0.33,0.61,,
ILM,BI54N57RQWW7,Personal and household,,,0.86,,0.12,0.38,0.07,0.56,,0.63,0.76,0.62,,0.06
ILMZ,LXSP7OVHL4J3,Diversified industries,0.61,,,,0.37,0.21,0.82,0.14,,0.67,,0.77,,
ILR,VEY8L1D78K65,Personal and household,,,0.06,,,,,,0.99,,0.82,,,
ILSE,VMAN1FN5SCR9,"Computers, phones and household electronics ",0.80,0.47,0.06,,,,0.40,,0.66,0.41,,,0.67,0.98
ILZ,GY3AARHIDQ63,Oil and gas related equipment and services,0.01,0.52,,,0.54,0.94,0.78,,0.95,,0.11,0.77,,0.34
IMA,EJ9LAN6XPVB2,Containers and packaging,,0.98,0.66,0.76,0.27,,,0.32,0.32,0.34,0.36,0.75,,0.83
IMBO,LMYT0GMFJ8C3,Water and related utilities,,0.59,0.94,,0.65,0.79,0.77,0.06,0.36,,,,0.32,0.05
IMF,TFQRDCUMM7Z6,Semiconductors,0.61,0.91,0.26,0.40,0.21,,0.32,0.82,0.86,,0.74,,0.12,0.99
IMI,AONP8UBY36F9,Automobiles and auto parts,0.23,,,,0.00,,0.14,,0.68,0.24,0.86,0.73,0.15,0.78
IMJ,LIZQJ4NDK5Q3,Pharmaceuticals,,,0.38,,,0.38,,0.86,0.34,0.89,,,,0.25
IMJ,AXVS22B1CKO5,Construction materials,,0.57,,0.66,,,0.84,0.75,0.53,,,0.73,,
IMLO,CB9AYMBYLU76,Telecommunications services,,,0.92,0.01,0.18,0.58,,0.43,,0.59,0.24,0.43,0.57,
IMM,QAUMX5REHXV7,Coal,,,,,,,0.70,,,,0.51,0.62,,
IMMI,JS5ZZWVJ32D3,Water and related utilities,0.61,,,,0.30,0.22,,0.59,,0.20,,0.46,0.65,
IMPQ,KV46YD95EGR9,Automobiles and auto parts,0.31,,,0.74,,0.81,0.92,0.32,,0.27,1.00,0.54,,0.63
IMQB,DQ9FIDOCMCC2,Food and drug retailing,0.56,0.32,0.69,0.95,0.15,0.89,,0.59,,,,,,
IMQP,AZJB0KO62226,Professional and commercial services,,0.09,,,,0.01,0.55,0.03,0.35,0.05,,0.97,0.05,0.54
IMSU,RIYI5AMRLK82,Media and publishing,0.39,,,0.67,,0.22,,0.71,0.11,0.48,0.57,,,
IMT,FSU853LWIVL9,Communications and networking,0.17,,,0.42,,0.95,,0.90,0.38,0.64,0.56,,0.97,0.43
IMVW,PRZGE8V31U89,Uranium,0.36,,0.37,0.79,0.33,,,0.39,0.59,0.37,,0.35,0.07,0.11
IMWA,YP5SLFAKPIH5,Banking services,0.87,0.30,,0.83,0.01,0.63,0.39,0.94,0.50,0.49,,0.15,0.45,0.98
IMXL,YA31TRXEF2V2,Paper and forest products,0.41,,0.27,,0.54,0.06,,0.92,,0.73,,0.59,0.17,
IMZG,GM4B6OV6GB76,Healthcare equipment and supplies,,0.05,0.67,,,0.98,,0.95,,,0.90,0.13,0.27,
INA,AU32PG8JPI44,Chemicals,0.65,0.09,0.43,0.40,,0.50,,,,0.45,0.26,,,
INAE,IBPV410PY3M2,Food and drug retailing,,0.74,0.13,0.17,,0.75,0.15,,,,0.70,0.35,,0.37
INCK,LUX8QOWGJ6Z4,Collective investments,,0.31,0.77,0.84,0.33,0.79,,,0.81,0.31,,,,0.97
INK,VD7FJNZ9Q4I3,Hotels and entertainment services,,0.93,,,0.84,,,0.65,,0.40,,,0.09,
INKK,WKGVOEG3GAW6,Hotels and entertainment services,0.72,,,0.16,0.77,,0.63,,0.34,0.68,0.97,,,
INL,IDWUW4C37F50,Telecommunications services,0.35,0.07,,,0.10,,0.56,1.00,,0.14,,0.33,,0.06
INN,FPYP1TD7I1C5,Natural gas utilities,0.14,,,0.00,0.93,,0.89,,0.89,0.04,,0.14,,
INN,DMCF42XTE320,Real estate operations,0.40,0.55,0.19,,,,,,,0.16,0.36,0.85,0.39,
INOS,HUNED7RMEL50,Passenger transportation services,,,0.68,,0.20,0.89,,,0.93,0.86,0.12,,0.01,
INQK,NJAUC72K6XK2,Freight and logistics services,,,,0.66,0.01,0.02,0.48,,0.17,,,,0.12,
INQT,CWRS5HHOUL63,Leisure products,0.59,0.06,,,0.73,0.01,,0.74,0.84,,,0.58,0.98,
INR,YJG5PBVYWOI6,Oil and gas related equipment and services,,,,0.78,,,0.99,,0.41,0.23,0.37,0.48,,0.45
INRP,ANL35FI09T19,Textiles and apparel,,,,0.33,0.63,0.53,,0.36,0.24,,,,0.44,0.33
INTN,ZV2A2Q55FJJ0,Residential and commercial REITs,,0.54,0.04,0.79,0.96,0.19,0.39,0.02,0.62,0.67,,,,
INXD,JECOJSKYI1E3,Water and related utilities,0.48,0.59,0.73,0.48,0.23,,0.03,,,0.18,0.00,,0.75,
INXG,TLQBMH5U8R58,Automobiles and auto parts,0.99,0.75,0.15,,0.10,,0.64,,,0.20,,0.44,0.16,
IOBK,HUX0YVBHA1D3,Water and related utilities,0.79,,0.49,0.98,0.54,,,,0.29,,,0.40,,
IOG,CMAQJNZD6125,Investment holding companies,,,0.81,,,0.22,,0.08,0.69,0.16,,0.34,0.68,
IOG,TPKOKFH5WQ16,Real estate operations,,0.01,0.09,,,0.34,,0.85,0.12,,0.12,,0.57,0.03
IOGL,DL9UEH942IA7,Banking services,,0.16,0.32,,0.05,0.04,0.45,0.64,,0.59,0.19,0.11,,0.47
IOGV,UWPQNSJZC0M0,Professional and commercial services,,0.59,0.96,0.39,,0.68,,,0.58,0.10,0.49,0.96,,
IOH,ULAQEGMW8461,Food and drug retailing,0.92,0.56,,0.39,,,0.91,0.41,0.91,,0.99,0.05,0.97,0.87
IOHX,ZPZSXUZBG8S8,Oil and gas related equipment and services,0.43,,0.00,,0.78,,0.45,0.51,0.72,,0.69,0.19,0.86,
IOIC,NASG2HACJS18,Textiles and apparel,,,0.48,,,,,0.87,,0.54,0.31,0.39,0.69,
IOK,GBT9PXEPT7K8,Household goods,0.02,,,,0.73,,0.65,,,0.34,,0.78,,
IOK,FYJEM1TED593,Investment banking and investment services,0.44,0.70,,0.05,0.11,,,0.57,,0.88,,,0.93,0.55
IOK,IC3TIQO159V9,Personal and household,0.07,0.68,0.47,0.73,0.91,,,,,,0.67,0.78,0.93,0.13
IOLL,NRZZAI4QG3E8,Office equipment,0.91,0.62,,,,0.82,,0.60,,0.65,,0.12,,
IOMJ,VX1GPZ2JDS34,Oil and gas,,,0.98,0.82,,0.24,0.76,0.20,0.37,0.85,,0.65,,0.75
IONF,NMY4RZRLY1M2,Hotels and entertainment services,,,,0.02,0.70,,,,0.35,0.07,,0.50,0.53,0.53
IOO,GC45G2N75SM9,Construction and engineering,0.80,0.82,,0.96,0.81,,,,0.29,,0.74,0.37,,
IOO,MAY6N9D0NWN5,Banking services,,0.35,0.45,0.34,,0.30,,,,0.61,,0.70,0.05,0.41
IOO,IRLW91E5WPQ8,Investment banking and investment services,0.58,0.95,0.81,0.99,0.69,,,0.80,,0.81,,,0.39,0.35
