Ticker,ISIN,Industry,TR_AnalyticCO2,TR_AnalyticTotalWaste,TR_EnvProducts,TR_AnalyticEnvRND,TR_AnalyticWaterUse,TR_AnalyticEnergyUse,TR_PolicyHumanRights,TR_PolicyResponsibleMarketing,TR_ProductQualityMonitoring,TR_PolicyDataPrivacy,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
IER,XDDYKTK8FTR7,Collective investments,,,,,,0.14,0.54,0.84,,,0.78,0.48,0.77,0.71
IGXB,ZMQRXRNGR0X7,Collective investments,0.58,,,0.52,0.8,,,,0.18,0.26,,0.19,,
IICP,YNB2J0MDMAW0,Collective investments,0.96,,0.23,0.34,,0.79,0.04,0.22,0.99,0.92,0.67,0.22,0.03,
ILC,SRI46IN4VO14,Collective investments,,0.86,0.09,,0.37,,,,,,,,,0.37
INCK,LUX8QOWGJ6Z4,Collective investments,,,,,,0.84,0.68,0.95,0.21,,,,0.51,0.67
IPX,LWCM2CCO62H4,Collective investments,,,0.77,1,0.19,,0.12,0.16,0.76,0.7,0.89,,,0.93
IUGK,LKCQN38TH4S6,Collective investments,0.26,0.01,0.68,0.52,,0.19,,0.07,,0.08,,0.99,0.59,0.3
IVU,JLDY5QOBWD76,Collective investments,0.09,,0.58,,0.86,0.2,0.17,,0.81,,,,0.38,
JEZG,BAB5GIPCP5I2,Collective investments,,,0.95,0.93,0.26,0.6,,,0.37,0.1,0.62,,0.93,
JFWK,MVFO8I99A3V6,Collective investments,,0.09,0.8,,,,0.36,0.08,,0.52,0.01,0.11,0.38,0.74
JJRT,PM3VXARX5433,Collective investments,,0.82,0.71,0.1,,0.19,,,0.16,,0.17,0.36,0.02,0.2
JSAW,HZB0JSA4L4Q2,Collective investments,,0.41,0.84,,,,,0.11,,,0.81,,,
JUYP,ZNHLVZEM0OP9,Collective investments,,,,0.2,0.6,0.68,0.72,0.36,,0.52,,0.15,0.46,
JYO,JEOBULPUQ759,Collective investments,0.09,,,,0.83,0.2,0.76,,0.01,0.07,0.02,,,
JYZ,QH4SI5Y2WPC3,Collective investments,0.44,0.66,0.67,,0.81,,,,,,,,0.88,0.62
KCYX,JRSQF0XHW7V6,Collective investments,0.87,0.53,0.71,0.53,0.59,0.27,,,,0.55,0.89,,0.28,0.37
KFR,AC3QCROC8225,Collective investments,0.78,0.66,0.45,0.27,,,0.64,0.94,,,,,0.46,
KHF,JF5XQW3FXKV8,Collective investments,,,,,,0.1,0.68,,0.76,0.54,0.84,0.71,0.95,0
KIN,VILUN5I8WBT8,Collective investments,0.18,0.25,0.87,0.62,,0.56,,0.83,,,,0.51,,
KKJ,XETXWRZ1Y6O5,Collective investments,,0.83,0.91,,,0.25,,0.4,0.91,0.12,0.06,,,
KKYH,ND5YIRO147L4,Collective investments,,,0.55,0.17,,,,,0.51,,0.07,,,0.12
KTLD,MO5K7Y5R7W97,Collective investments,0.41,,0.35,0.91,,,0.45,,,,,0.38,0.08,0.21
KZD,RAGD64990I40,Collective investments,0.8,0.45,,,,,0.89,0.76,,0.08,0.66,,0.63,
LFMW,YMIJSPFUSPW1,Collective investments,,0.9,0.92,0.56,0.7,,,,0.92,,0.6,,0.26,0.71
LKFM,QVLTXOBTSWS2,Collective investments,,0.45,0.18,0.84,,0.36,0.77,0.55,0,0.43,0.65,,,0.12
LMFG,EIR3SHBPVML9,Collective investments,,0.71,,0.9,0.39,0.8,0.5,,0.36,0.61,,,0.02,0.22
LNM,SJ9YI6R1T264,Collective investments,,0.54,0.66,,0.51,,0.53,0.66,0.33,0.55,,0.65,0.78,
LWMO,KMC2KGB70360,Collective investments,,,,,,0.97,,0.69,0.4,0.61,0.38,0.53,0.57,0.58
LWR,MDYMRE9NB3Z9,Collective investments,0.68,0.3,0.78,0.57,0.15,,,,0.46,0.75,,,0.24,0.33
LYP,BU9NJSS5MBM0,Collective investments,,,,0.29,,0.58,0.88,0.42,0.3,,0.57,,0.61,0.81
MABQ,MGWZ9WF2UFD0,Collective investments,,0.45,,0.75,0.58,0.7,,,,0.35,0.44,0.37,,0.51
MBV,RA1OA2WEFGK5,Collective investments,,0.17,,0.9,0.52,0.06,,0.98,0.35,0.97,0.23,0.55,0.99,
MGZ,ZQ07ZLQAW3N4,Collective investments,0.01,0.78,0.2,0.37,,,,0.35,,,0.52,0.87,0.94,
MLU,FX4C2G0I5HX9,Collective investments,0.92,,0.66,,0.03,0.75,,0.75,0.89,0.43,0.14,0.3,,
MOB,ZAO2H4JUB585,Collective investments,,0.22,,0.36,,0.2,0.24,0.27,0.32,0.87,0.49,0.86,0.39,0.17
MRLC,CX5H6ZN8R0L5,Collective investments,0.56,0.15,0.14,0.39,,0.32,,0.47,,,0.63,,,0.37
MVS,HYO1X2PK6TK8,Collective investments,0.22,0.55,,,0.04,,0.72,0.13,,,,0.25,0.63,
MWBT,ERYQ8E35RMN6,Collective investments,,0.69,0.29,,,0.65,,0.03,0.28,,0.94,0.67,,0.22
MXWI,YN20K5W7THC2,Collective investments,,,0.4,0.28,,0.27,,,,0.88,,,,
MZJS,NBRTVU6WYP89,Collective investments,0.09,0.73,,,0.22,0.35,,,0.75,0.89,0.39,0.52,0.1,0.34
NJZ,LUV5CUX6HOJ3,Collective investments,0.8,,0.13,0.21,0.16,0.69,,,,0.23,,0.83,,0.61
NKE,IHS66BDEYDG8,Collective investments,,0.73,,,,0.94,0.83,,0.5,,,,,0.71
NKHM,GBAQE8GBDYH8,Collective investments,,,,0.25,,0.72,0.09,,0.18,,0.16,0.22,,0.74
NLUJ,QDT9Q2Q3A7L6,Collective investments,,,,,,,,0.95,,,,0.15,,
NNJM,MILSDUF1LHA3,Collective investments,0.81,,0.55,,0.06,0.7,0.73,0.17,0.13,0.1,,,0.58,
NQV,PYAEALRKXFN3,Collective investments,0.61,,0.26,0.74,,0.69,0.26,0.49,,0.02,0.41,0.76,0.94,0.29
NSP,OJ8KAYXPSGT7,Collective investments,0.19,0.89,0.6,0.14,,0.72,,,,0.54,0.05,0.44,0.97,0.7
NSWH,LZ1HWSQCUNX8,Collective investments,,0.02,,,0.59,0.32,,0.87,,,,,0.55,0.71
NTR,RZW0KEPW8RI6,Collective investments,0.24,0.62,0.11,,0.74,0.12,0.79,,0.31,0.68,0.89,,0.02,
NUIF,CCXEA6ISWTN9,Collective investments,,0.52,,,,,,0.2,,0.79,0.38,,,0.91
NUIN,OP7NFM5XT7J1,Collective investments,0.22,,0.53,,0.55,0.53,0.92,,0.02,,0.37,0.16,0.91,0.94
NZH,NFMHY5NINU64,Collective investments,0.29,0.22,0.37,0.31,,,,0.95,,0.25,0.11,,,0.46
NZQB,HPPIZRKX5XS1,Collective investments,0.06,0.59,,,,,,,0.91,,0,0.57,,0.14
ODN,VX4WO01B0FB7,Collective investments,,0.11,0.73,0.9,0.94,0.23,0.76,0.48,,0.34,,,0.89,
OELD,QJRNVSQSU1N9,Collective investments,0.43,,0.4,0.11,,0,0.31,,0.5,0.17,0.99,,,
OHHB,LBQZWA62SPO3,Collective investments,0.07,0.6,0.54,,,0.23,,0.32,0.43,0.49,0.52,,0.38,
OHMU,CEH54QXSZ8B7,Collective investments,0.65,,0.74,,0.26,,0.56,,0.04,0.62,,,0.66,0.98
OMXD,GF49A7Y0ZJ79,Collective investments,,,0.91,0.22,,0.75,0.62,0.71,0.89,,0.35,,0.5,
ONQU,CHRBEDPHN160,Collective investments,,,,0.63,,,0.32,,,0.92,0.34,,0.49,0.19
OOV,SCWVVNU4YSQ9,Collective investments,0.14,0.63,,0.01,0.86,,,,0.92,,,,0.64,0.21
OSS,NMHNB42EBJE8,Collective investments,0.85,,,,0.58,0.24,0.84,0.95,,0.23,0.89,0.87,0.24,
PCL,SYZ46UT6LJW0,Collective investments,,0.91,0.53,0.76,0.15,0.94,,0.61,,0.24,0.41,,0.71,
PING,AC31P4TTKOP7,Collective investments,0.56,,,0.45,,0.29,0.56,,0.21,0.59,,,,0.18
PIUW,WJFJW3OH2H71,Collective investments,0.52,,,,0.54,,,,,0.13,0.12,0.82,,0.11
PLI,CNJD5YNRN3M2,Collective investments,,0.86,,,0.43,0.23,,,0.04,0.72,,,0.02,
PLS,IGK6ZJGYTD62,Collective investments,,0.78,0.23,0.47,0.51,0.72,0.8,0.86,,,,0.88,0.34,0.8
PPUR,BE3T6TUB1GJ5,Collective investments,0.36,,0.5,,,0.29,0.15,0.32,,,,0.99,0.1,0.46
PQCU,VZEEXFNA2O62,Collective investments,0.22,0.18,0.16,,,0.14,,0.65,,,,,0.68,
PRY,SY541JEHAG78,Collective investments,,,,,,,,0.54,,,,,0.49,
PXP,XELJWHSG55Y9,Collective investments,,0.69,0.23,,,0.44,,,0.83,0.94,0.17,0.5,0.22,0.14
QMIL,DZYT75B1B9F6,Collective investments,,0.25,0.89,0.52,,,0.54,0.49,0.05,0.41,,0.54,,0.9
QMJQ,SLAV64I5U893,Collective investments,,0.06,0.23,0.55,0.1,,0.5,,0.85,0.65,0.34,0.17,0.46,
QMTE,ZOTI2X0UHR08,Collective investments,,0.17,0.92,0.29,,0.15,,0.39,0.87,0.64,,,0.2,
QOQ,BOMKO2TEH6G2,Collective investments,0.03,0.1,0.15,0.28,0.54,0.13,,0.24,0,0.88,0.54,0.79,,0.63
QOVI,YBJ15FXNEMZ8,Collective investments,0.48,0.26,,0.63,0.08,0.63,,0.25,0.08,0.28,0.92,0.94,,
QPDA,AZVCL38KWFW9,Collective investments,,,,0.94,0.05,0.13,,,,0.53,1,0.16,0.52,
QQI,EDI9Q9ZK0ZN0,Collective investments,0.82,0.18,0.55,,0.12,0.01,0.22,,0.82,0.77,0.1,0.52,0.27,
RAY,ZJ7QBQILWW68,Collective investments,0.76,,,0.31,,0.34,0.2,,0.05,,0.39,,,0.05
RBMR,IJTLR7BASPR3,Collective investments,,0.88,,0.55,,0.14,0.54,0.34,0.38,0.92,,0.55,,0.42
RDSN,PB4SECJAKAN2,Collective investments,,,0.98,,,,,0.55,0.43,0.81,0.02,,0.62,
REYU,RUB1544454O4,Collective investments,0.84,0.7,0.09,,0.73,,0.2,0.84,0.52,0.82,,0.63,,0.73
RHV,RSUH2KHJ8V91,Collective investments,,,,,0.18,,,,0.71,0.22,,0.86,,0.89
RIYA,PHKZJYVVL8H4,Collective investments,0.75,0.25,0.42,,0.21,0.7,,0.1,0.44,,,0.56,0.7,
RJN,PLO3QNOL45H2,Collective investments,0.29,,0.37,,0.97,,0.66,0.47,0.15,0.59,,0.97,,0.19
RKK,CVPKRNM9CJW2,Collective investments,,0.39,,,,0.16,0.2,0.59,0.81,0.72,0.06,0.6,0.66,0.27
RML,ZJFTVEFGGUF1,Collective investments,0.52,0.49,0.89,,0.9,0.69,0.75,,,,,0.14,,
RMV,LYTS2GBF9MN7,Collective investments,,0.61,0.53,,0.7,,0.05,0.57,,0.97,0.15,0.6,,0.79
RRR,UFTNDE5HDLM3,Collective investments,,0.96,,,,0.43,0.79,,,0.41,0.36,0.9,,0.04
RSRW,YU9QFIRFC034,Collective investments,,0.02,0.36,0.6,0.55,,,0.54,0.26,0.86,0.39,0.6,,0.6
RVA,APDJK31D5MR8,Collective investments,,,0.1,0.51,0.62,0.1,0.12,0.56,,0.91,0.76,,0.2,0.23
SAC,LNPH8XXABT43,Collective investments,0.13,,0.75,0.23,0.71,,0.85,0.52,0.02,,0.55,0.04,0.51,0.79
SBUA,FEJOYJS6USE7,Collective investments,0.44,,0.78,0.46,,,,,0.61,0.16,0.7,0.74,,0.13
SCKU,AG58CT7VJFC7,Collective investments,0.63,0.06,,,,,,,,0.82,,0.32,,
SDEA,IN1VFD6DA3Y3,Collective investments,,0.53,0.88,,,,,,,0.34,,,0.37,0.41
SEG,SHAH0BE2BA59,Collective investments,0.41,0.28,0.27,,0.25,,0.42,,,,0,,,
SHSM,VK8VL2A4PXE6,Collective investments,0.65,,,0.15,0.59,0.3,,0.36,0.48,0.64,,,0.25,
SHYT,LR86RGMIRTW7,Collective investments,0.82,0.6,0.98,,,0.37,,,,,,0.18,0.44,
SKW,XCCZNJYECWX3,Collective investments,0.81,0.52,,0.15,0.88,0.75,0.29,0.1,,0.77,0.26,,,
SKYR,WVLCHSYB4YN0,Collective investments,0.11,,,,0.63,,,,,,,,0.68,0.19
SMOY,XSU0BKE5HYT1,Collective investments,,0.44,,0.13,0.6,0.3,0.33,,0.64,0.62,,,0.69,
SMTC,LSSLMTBS5AD1,Collective investments,,,0.69,,0.29,,0.22,0.83,0.63,,0.84,0.93,,
SOBI,HGHE566TI683,Collective investments,,,,0.17,,,,0.51,,0.34,0.34,0.16,,0.63
SOP,CA0LSQVRZVV6,Collective investments,,0.51,,0.53,,0.65,0.38,0.65,0.86,0.98,,0.59,0.43,
SUB,GJWB6G5W78H0,Collective investments,,0.24,,,,0.36,0.79,0.17,0.95,0.51,,,0.94,0.11
SVY,YBO954HGAL00,Collective investments,0.19,0.99,0.51,0.68,,,0.17,,0.82,0.82,,,,
SZOI,GUD1QF1OQ2P0,Collective investments,0.96,0.7,0.5,,0.69,0.88,0.04,,0.27,,0.79,,,
TCPR,UPQD064QLU53,Collective investments,0.51,,0.86,,,0.92,0.4,0.74,,0.62,0.33,0.74,0.29,
TENP,EJ1E0BO92XB7,Collective investments,,,,0.22,,,,0.59,0.06,,,,0.31,0.81
THN,TAVEQS00OWY2,Collective investments,,0.2,0.99,0.2,0.75,,0.7,0.19,0.62,,0.75,0.52,0.01,0.01
THSH,DDDJH7ISESS2,Collective investments,0.55,0.4,0.86,0.39,0.68,,,,0.2,0.13,,0.87,,
TLJA,VWK3I1X1PDG2,Collective investments,0.4,,,,,0.79,0.45,,,0.11,0.93,0.41,0.37,
TMGM,GIQ20L3JDFX8,Collective investments,,0.41,0.8,0.12,0.38,,0.93,0.51,0.67,,0.58,0.6,0.74,
TOQJ,MIDR06LGI3A7,Collective investments,,0.3,0.02,,,,,,,0.59,,0.7,0.65,
TPR,XEU7HXM8XXO1,Collective investments,0.26,0.44,0.53,0.89,0.11,,,,0.73,0.64,0.52,,0.35,0.39
TQRY,BIM120GTNFA2,Collective investments,0.19,0.26,0.83,0.4,,,0.02,0.95,0.4,,,,,0.58
TVRF,QPS7DMELJ729,Collective investments,,,,0.72,0.2,0.47,0.29,,0.48,,,0.36,,
TXH,NTF7AWXDZH20,Collective investments,,,0.55,0.38,0.09,,,0.14,0.28,0.86,,,0.54,
UCRL,RUZIIDZCI590,Collective investments,0.14,,0.47,,0.75,,,0.09,0.56,0.03,0.5,0.45,,
UDGT,SW3MJ24EJVT5,Collective investments,,0.47,,,,0.04,,0.36,0.55,,0.38,0.79,0.8,
UEBG,LAASW0YF9UB0,Collective investments,,,,,0.7,0.06,0.69,0.36,0.6,,0.94,0.19,,
UJB,BHOAK5OWG6D7,Collective investments,0.81,0.82,,0.38,,0.77,,0.76,0.82,0.46,0.53,0.63,,0.79
UJQ,ANCNOJI7U4P9,Collective investments,0.18,,,,0.46,0.05,0.09,,0.05,0.64,,0.77,,
UQYD,UAL9P3T7DQ61,Collective investments,0.92,,,0.68,0.85,0.27,0.81,0.08,,0.48,0.66,,,
UWJW,TGRG3X123CG0,Collective investments,,0.66,,0.24,,0.42,0.49,0.92,,0.29,0.09,0.95,,0.67
UWT,SMUO8MEYDJ12,Collective investments,0.75,,0.78,0.69,,0.45,,,0.46,0.45,,0.77,0.41,0.2
VAK,FGVHPKBBSX47,Collective investments,0.73,0.07,0.73,,0.01,,0.25,0.49,0.95,,,0.93,0.59,
VBM,XG0L2UUWW2W2,Collective investments,,0.95,,0.15,,0.64,0.41,0.42,,,0.64,,0.38,0.88
VGI,WKB5QTD779M0,Collective investments,,,,,0.83,0.88,0.75,0.8,,,0.57,0.82,,
VHB,PL0ZR4YFRKA9,Collective investments,,0.7,0.74,0.5,,,,,,0.18,0.38,,,0.93
VLXX,LAWGDH3ZM432,Collective investments,,,,0.15,,,0.98,0.08,0.39,,,0.48,0.97,
VQCA,TRCG5AR9UY56,Collective investments,0.81,0.86,,0.59,,0,0.94,,0.6,,,,0.97,0.55
VQDX,HG8441OWUTS5,Collective investments,0.31,0.1,,,0.18,0.44,0.92,,0.91,0.19,0.28,0.06,0.97,0.35
VVQ,EVC1890JSYV7,Collective investments,,0.41,0.39,0.34,0.29,,0.6,0.02,0.2,,,,0.03,0.68
VWSU,SUTRPVGPNF71,Collective investments,0.87,0.99,,,0.6,,0.16,0.76,,,0.01,,0.36,0.05
VYI,XWMRYOI2YEL9,Collective investments,0.55,,0.21,,0.7,,,,,,,0.46,0.21,
VYQC,KS58ANLL0FC9,Collective investments,,0.99,0.67,,0.97,,0.15,,,,,,,0.67
WBYS,YVQDG22YHSK4,Collective investments,,,,,,0.15,0.25,0.33,0.57,0.36,,0.89,,0.33
WEO,GKLUVE2OYFK0,Collective investments,,0.13,,,0.91,0.34,,0.85,0.62,,,0.47,0.95,
WICJ,QN7PA942FN74,Collective investments,,0.05,0.07,0.91,0.61,0.15,0.15,,,0,,,0.87,
WIQY,CMUXVP5MK286,Collective investments,0.96,,0.97,,0.24,0.71,0.76,0.06,0.74,0.69,0.04,0.49,0.64,0.94
WIZK,TY909ECID2Y1,Collective investments,0.13,,0.78,,0.68,0.61,0.69,,,,0.92,0.4,0.86,0.86
WJG,OGHXT6MS14B4,Collective investments,,0.78,0.91,0.71,,0.23,,0.39,0.85,,,0.47,,
WKWV,ZBQLC0RGBXS4,Collective investments,,0.86,,,,,,0.21,0.06,0.9,0.25,0.96,0.78,
WML,NJVW9TAV0R77,Collective investments,,0.2,0.36,0.47,0.23,0,0.87,,,,,0.66,,0.64
WVL,DXKC4XLA3L90,Collective investments,0.56,,0.09,0.52,0.9,,0.25,0.53,,,0.84,,,0.15
XATQ,FAMMNEWEBD35,Collective investments,0.88,0.88,0.35,,0.83,,0.76,0.92,0.1,0.81,,0.3,,
XBIT,MI1EM8CPG6D6,Collective investments,0.06,0.06,0.45,,0.13,0.29,,0.24,0.72,0.02,,,,
XIIT,KQO5D9PBA2M1,Collective investments,,0.81,0.66,0.39,0.19,0.04,0.4,,0.98,0.6,,0.83,,0.01
XJF,YA60FK700IU6,Collective investments,0.35,0.78,0.62,0.84,0.03,0.84,,0.95,0.33,0.58,,0.05,0.98,
XJWY,BFQOH5MBP5B6,Collective investments,,,0.51,0.89,0.17,,0.59,0.42,,,0.18,,,
XKTT,TYH1XXUFMIF9,Collective investments,0.86,,,,0.71,0.88,0.59,,0.42,0.18,0.78,,0.01,
XKYI,MDRFPGAXE415,Collective investments,,0.93,0.17,0.83,0.55,,,,0.75,0.06,,,,0.52
XLI,VC4HO9ZG9XM2,Collective investments,0.76,0.7,,,,,,,,0.28,0.6,0.3,0.07,0.63
XRA,AJES1M0278Q8,Collective investments,,0.21,,0.99,,0.26,,,0.36,,0.36,,0.08,
XRC,PJP0KXHRDCK4,Collective investments,0.25,,0.45,0.41,0.5,,,,,0.77,0.78,0.75,0.92,0.9
XSCA,QF4LTQJ6F164,Collective investments,,,0.33,0.63,0.26,,0.26,0.56,0.07,,,,,0.76
XWO,RMX93B9QKN60,Collective investments,,,,,,0.24,,,0.12,0.8,,,0.81,
XZGF,UKH85LTDMFY1,Collective investments,0.16,0.85,,,0.41,,,,,0.05,0.26,,,0.5
YESO,DGJZHN3BQ3Y5,Collective investments,0.18,0.46,0.46,,0.44,0.66,0.07,0.76,0.73,,,0.5,0.74,
YNG,BIRDVX1XHJJ1,Collective investments,0.19,,,,0.5,0.74,0.48,0.41,0.04,0.78,0.2,0.09,0.79,
YRMI,IXXDZPHHR629,Collective investments,,,,,0.94,0.82,0.06,0.16,0.53,0.71,0.06,0.2,,
YUD,DA1BHT8BM5F1,Collective investments,,0.78,,,0.74,,0.94,,1,,0.97,0.09,0.73,
YWSN,RBGH2QG14V64,Collective investments,0.8,0.04,,0.62,0.27,,,,0.33,,,0.81,,0.04
YWXS,KZ1F3JYGPU33,Collective investments,0.01,0.73,,,0.62,0.48,0.49,,0.41,0.8,,,,0.47
ZMZJ,OPUOQLAD1CH9,Collective investments,,0.98,,0.2,0.08,0.56,,,0.47,,,0.69,,
ZNB,FK8BJQOB65K0,Collective investments,,,,0.29,0.99,0.68,0.96,0.4,0.24,,,0.88,0.19,0.13
ZNX,JXEJOLHUN1J8,Collective investments,0.52,0.96,0.37,0.84,0.11,,0.47,,0.76,0.99,,0.07,,0.33
ZSRN,UZEJO695H6H4,Collective investments,0.45,0.21,0.47,0.07,0.51,0.61,,0.42,0.05,,0.95,,,
ZTM,UWHNRQPHL904,Collective investments,0.02,,0.5,,0.39,,,,0.77,,0.05,,0.06,0.13
ZZUM,TL4MBF5MG8P2,Collective investments,0.71,,,0.55,0.63,0.55,0.88,0.16,,,,0.5,,
AAB,RFCZ0ZTS4UN8,Communications and networking,,,,,,0.8,0.21,,0.58,,0.82,0.31,,
ADXI,ELK2SRS6M9L8,Communications and networking,,,0.61,0.44,0.68,,0.5,,0.38,,0.17,,,
AFF,HODLJJYIB8J6,Communications and networking,,0.37,0.32,,0.96,0.33,0.52,,0.37,,0.1,0.21,,
AFM,EJ4P49TMSFA7,Communications and networking,0.16,,,,,0.47,,,,0.6,,0.52,0.23,
AGD,DA1RK71WW171,Communications and networking,0.58,,0.98,,,0.93,0.84,,,0.83,,0.54,,0.35
AGM,UMNHFC0SP7A9,Communications and networking,0.57,,,,0.35,0.33,0.85,0.37,,,0.52,0.15,,0.86
ALN,OERXT3SGZKN6,Communications and networking,1,0.63,,0.7,0.01,,0.29,0.12,0.96,0.09,0.95,0.14,0.99,0.04
AQCY,GLF3ZFMOKA29,Communications and networking,,,,,0.06,,,,0.03,0.22,,0.5,0.4,0.57
AVE,AVMNMTT19EK3,Communications and networking,0.83,0.89,0.11,0.16,,0.64,,,,,0.92,0.98,,
AVEO,JF6WJXT9GTO6,Communications and networking,,,0.11,0.09,,0.71,,0.41,0.64,0.71,,,0.23,0.64
AYA,HNOIBV0EH492,Communications and networking,0.41,,0.35,,0.37,,,0.32,0.06,0.97,,0.46,0.41,
AZU,KZ5JE7GNSNW6,Communications and networking,0.27,,,0.15,,,,,0.32,,,,0.62,0.6
BBAO,MM2IS7F2N9E8,Communications and networking,0.76,0.47,,0.83,0.96,0.18,,,,0.97,,0.79,,0.41
BHD,PN6Q0YJKFEY6,Communications and networking,0.18,0.4,0.83,0.28,0.14,,0.75,,0.47,0.28,0.76,,,0.53
BIQP,OSIKIYII5ZK2,Communications and networking,,,0.1,0.1,,0.05,0.32,0.22,0.96,0.06,0.87,0.11,0.79,
BKQ,VWBQTU8GWB53,Communications and networking,0.11,,,0.59,0.33,,0.33,0.89,0.58,,0.13,0.15,,0.04
BOSA,KH1ZL2XQWWW9,Communications and networking,0.75,,,0.51,0.49,0.48,0.55,,,0.45,,0.03,,
BQFZ,NQEGDK76VD05,Communications and networking,0.76,0.67,0.5,,0.08,0.59,,0.2,0.9,0.91,0.57,,0.31,0.38
BZFT,MYJVROIZCL65,Communications and networking,,,,,0.64,0.73,0.4,,0.41,0.74,,0.67,0.62,0.98
CER,PJN2W9L3SJ66,Communications and networking,0.95,,,,0.21,,,,0.93,,0.77,0.7,,0.86
CGCM,KZVGXAB9TSY9,Communications and networking,0.4,0.07,,,0.42,,,,,,0.28,,,
CIOW,CY5RYMTJKSH7,Communications and networking,,,,0.83,,,0.79,0.06,,,,,0.83,0.88
CQN,LTM7PEI3RF45,Communications and networking,0.48,0.68,,,,0.68,0.3,,0.26,,0.7,,,0.01
CSL,TJ9KHWPMIC93,Communications and networking,,0.55,,,0.41,,,,,0.4,0.61,0.8,,0.71
CTSL,PXV910N4BLM1,Communications and networking,,0.49,0.06,0.74,,0.35,0.71,0.24,,0.75,,,,
CWXA,WYNHSMLKBRI8,Communications and networking,0.59,,0.44,,,0.47,0.31,,,,,,0.81,
DCL,WRC0T6ZJTJW8,Communications and networking,,,,0.54,0.18,,0.33,0.5,0.38,0.52,0.84,,,
DCQ,DCTNONUHIA78,Communications and networking,0.37,0.26,0.57,0.95,0.65,0.24,0.08,0.78,0.59,0.33,,0.86,0.27,0.22
DEM,VLVSZ323HPW1,Communications and networking,0.68,,,0.5,,0.14,,,,,,,,0.5
DGC,GZ1IYKCG4OC5,Communications and networking,,0.6,0.47,0.04,0.07,,,,,,,,0.08,
DGO,JIER6W48MQN6,Communications and networking,,0.84,0.78,,,0.87,0.79,,,0.76,,,,
DIL,NNAR9FH6JLI7,Communications and networking,0.52,0.97,,0.25,,0.05,0.27,0.65,,0.94,,0.81,0.05,0.99
DJIQ,AVRA26X77NV0,Communications and networking,,0.97,,,,,,0.16,0.81,0.2,0.53,0.55,0.06,0.88
DKR,LV8Z3IOWDJJ4,Communications and networking,,0.53,0.19,0.16,0.61,0.12,0.66,0.51,0.75,0.4,0.51,,0.53,0.49
DLFX,LSEQ6BFRKPV5,Communications and networking,,0.61,0.91,,0.19,,,,,0.57,0.74,0.04,,0.17
DLJA,EQ989BMO91Z8,Communications and networking,0.98,0.91,0.39,0.21,,0.84,0.48,0.74,,,0.37,,,
DLZ,YZEK7MPFK371,Communications and networking,0.71,0.05,,0.97,0.92,0.61,,,0.42,,0.97,,0.08,
DPQW,QEA3JCQVZXO5,Communications and networking,,,,0.5,0.43,0.68,0.46,,0.16,,0.72,0.03,,0.75
DPS,NCK7IXKK4LC8,Communications and networking,0.13,0.86,0.97,,,0.05,,0.13,,,,0.55,0.81,0.66
DVC,PDVWA4HLNR27,Communications and networking,0.77,0.5,,,0.27,0.22,,0.31,,0.96,,,0.22,0.59
DVT,AN3TGYVA7910,Communications and networking,,,0.72,0.48,0.47,,,,,0.86,,0.54,0.91,0.95
DWN,RL76R74IB5Z6,Communications and networking,0.12,0.42,0.3,0.34,0.19,0.01,,,0.67,,0.37,0.93,0.42,0.5
DYJ,HO9XKM7XHK36,Communications and networking,,0.05,0.85,,0.97,0.14,0.36,0.08,0.52,,0.25,0.16,,0.12
EBZE,YKS444Z7D5C9,Communications and networking,0.28,0.69,0.95,0.92,0.6,0.42,0.26,0.65,0.16,0.11,0.88,,,
ECWF,XBHWQD4DX2S7,Communications and networking,,0.59,0.9,0.72,0.26,,0.48,0.38,,,0.62,0.3,0.82,
EEIT,CMG9K7NRZ930,Communications and networking,,0.3,0.84,0.02,0.97,0.63,0.41,,0.9,0.85,,0.3,,
EOLU,HE0E75BVPWH5,Communications and networking,0.73,0.37,0.87,0.64,,0.16,0.45,0.68,,,,0.82,,0.93
ESA,JN6P3HT16731,Communications and networking,0.34,,0.44,0.97,0.55,0.6,0.83,,0.92,0.79,0.79,,,0.13
EUE,PIPEDAVVS1J1,Communications and networking,0.78,0.79,0.67,0.88,0.69,,,,0.53,,,0.36,,0.42
FEO,PMXNGWLMNFO9,Communications and networking,0.05,0.6,0.77,,,,,0.75,0.4,,0.65,0.09,,0.9
FJFI,BSBC5QHF9SV2,Communications and networking,0.77,0.99,,,,0.76,,0.43,0.89,0.96,0.6,0.88,,
FJQY,NFPDTKQ7JFO2,Communications and networking,,,0.42,0.43,0.18,,,,,0.79,0.72,0.63,0.97,0.56
FOG,TW7EAMFHRP21,Communications and networking,0.77,,,0.94,,0.56,,,,0.99,,,,0.37
FQQN,WG88XAB2Z435,Communications and networking,0.7,0.18,,0.96,0.15,,,0.11,,,0.07,,,0.69
FQWY,BB6OPBK1U6K5,Communications and networking,,0.71,,0.93,0.64,,0.68,,0.12,,,,0.71,0.25
FXV,LNSG0H6DQE97,Communications and networking,,,0.62,0.81,,,,,,0.84,,0.81,0.24,
GAAT,OKOVZPSQG6A7,Communications and networking,,0.67,,0.04,,0.01,0.61,0.86,,,,0.17,0.94,
GDC,JL6V8ITX5IT7,Communications and networking,0.42,,,0.82,1,0.55,0.39,0.53,0.42,0.88,,0.93,0.85,
