Ticker,ISIN,Industry,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
INQT,CWRS5HHOUL63,Leisure products,0.63,0.88,0.27,0.91
MYS,QAAOQGMW6Q43,Leisure products,0.98,0.72,0.09,0.9
EXRV,MZC60Q6O8489,Media and publishing,0.69,0.88,0.58,0.54
LPQ,OI208WK94JU2,Media and publishing,0.77,0.73,0.41,0.78
ZSIP,HJE1R7CL4PA6,Media and publishing,0.74,0.13,0.98,0.84
DSNL,BGNKOE3G56V0,Metals and mining ,0.89,0.55,0.41,0.84
FQZ,CUOSF825JRJ3,Passenger transportation services,0.5,0.29,0.97,0.93
OPFS,LT4JSUU9DE25,Passenger transportation services,0.92,0.5,0.85,0.42
UJIM,SN0CSJ44QNQ9,Passenger transportation services,0.81,0.3,0.94,0.64
MMW,NDE61ZBXA655,Professional and commercial services,1,0.69,0.42,0.58
NMWM,VID5BSXUB3K7,Renewable energy,0.86,0.36,0.8,0.67
DJH,IFLNHLACR5Z5,Specialty retailers,0.1,0.97,0.68,0.94
TIH,OGL0GQ9O8J97,Banking services,0.64,0.73,0.34,0.97
CILC,UX2DR7QLUNS7,Collective investments,0.91,0.34,0.83,0.6
HOZF,LANMUV0PFQP3,"Computers, phones and household electronics ",0.95,0.82,,0.91
RBG,RXGS91R7FX92,"Computers, phones and household electronics ",0.08,0.73,0.98,0.89
LHYR,UQINIA9W04M6,Construction and engineering,0.94,0.24,0.9,0.6
ZSOH,RU9VOOQX8A34,Electric utilities and IPPs,0.35,0.62,0.8,0.91
ANB,WKCVNJW19NU6,Electronic equipment and parts,0.69,0.43,0.67,0.89
AULL,CW93BP697DQ9,Freight and logistics services,0.83,0.63,0.56,0.66
URHI,JTPNQBHTILE3,Freight and logistics services,0.53,0.86,0.35,0.94
BNYH,AOJF2M962PR1,Healthcare equipment and supplies,0.56,0.76,0.56,0.8
GXC,LH9ANAL4Q765,Homebuilding and construction supplies,0.77,0.99,0.86,0.06
TYB,ZON6QNH1FTL2,Investment banking and investment services,0.95,0.55,0.91,0.27
PZUA,YBU4CL2UY6S5,"Machinery, tools, heavy vehicles, trains and ships",0.05,0.95,0.77,0.91
DCR,KP9UFY3RIX29,Multiline utilities,0.82,0.95,0.69,0.22
RGV,HPERPKVRSW62,Passenger transportation services,0.98,0.75,0.56,0.39
CMN,JSB97U9FCJO1,Real estate operations,0.87,0.75,0.43,0.63
LBAT,DGGKUX486WM2,Renewable energy,0.89,0.11,0.93,0.75
YWK,AZXZD4E25A62,Renewable energy,0.93,0.09,0.91,0.75
DLVV,WX151Z31EJE8,Residential and commercial REITs,0.99,0.1,0.84,0.75
WZW,AOZTI6CDJFG1,Semiconductors,0.38,0.82,0.56,0.92
ANN,BT40RH67X2K0,Software and IT services,0.79,0.68,0.59,0.62
ZIQ,AR1LRZ5GHBY5,Water and related utilities,0.98,0.56,0.52,0.62
ZSR,MR3P7O2ZNAJ7,Diversified industries,0.75,0.86,0.84,0.23
DPLO,NDCUCG4KIWV5,Electronic equipment and parts,0.69,0.54,0.51,0.94
PCLF,GKQI4E6XZQI8,Healthcare equipment and supplies,0.83,0.84,0.05,0.96
UHJ,QYX27U3TNX64,Healthcare equipment and supplies,0.71,0.14,0.87,0.96
DZAY,NQ7320M68KI3,Healthcare providers and services,0.77,0.88,0.26,0.77
JKPB,LGDUVEW2PJY9,Homebuilding and construction supplies,0.81,0.82,0.38,0.67
PUS,VGD4N2V1VRN1,Household goods,0.94,0.57,0.24,0.93
GELY,HJRGVGZ6OAY5,Industrial conglomerates,0.64,0.93,0.94,0.17
LCV,KI16CTSAT9A6,Industrial conglomerates,0.7,0.94,0.75,0.29
RGW,UATVQTQC53R3,Insurance,0.82,0.84,0.98,0.04
CXOK,TPOHG3T6IXS9,Oil and gas,0.47,0.8,0.9,0.51
XSQR,IJBA1HDWCUK9,Oil and gas related equipment and services,0.69,0.43,0.75,0.81
FHD,CXQTESUFQTF1,Paper and forest products,0.41,0.94,0.44,0.89
DJT,JPD45DSK9IR0,Personal and household,0.86,0.84,0.33,0.65
YGD,NHV8N9QYCIZ8,Personal and household,0.72,0.77,0.25,0.94
IVD,SGU9FAKWN645,Software and IT services,0.65,0.45,0.82,0.76
EXJB,TAQN6H4KEXW1,Telecommunications services,0.8,0.1,0.96,0.82
PDV,VRH3L25MN4X1,Coal ,0.73,0.68,0.35,0.91
ZJVC,CW5D0W4EYQY7,Food and tobacco,0.54,0.64,0.89,0.6
FNCR,MNQVW51LMPQ4,Investment banking and investment services,0.69,0.34,1,0.64
BXGP,CAHMYMUSZ585,Media and publishing,0.49,0.95,0.8,0.43
HKI,AA37UJZCOCR2,Professional and commercial services,0.89,0.79,0.6,0.39
JYG,NAAXOPIV7DH0,Residential and commercial REITs,0.94,0.68,0.64,0.41
FIUI,IZGPTZDG5S92,Automobiles and auto parts ,,0.92,0.9,0.85
VTM,NN1PBBP5QTN8,Beverages,0.78,0.86,0.67,0.36
CZQ,RTTT66XR9ZE1,Chemicals ,0.34,0.96,0.38,0.99
BYA,PIIM118BYCI2,Coal ,0.73,0.51,0.78,0.65
WPDC,XWQX0J9N3L21,Coal ,0.75,0.78,0.19,0.95
CLU,WKDCIPJRGXH3,Collective investments,0.83,0.51,0.77,0.56
FHJX,LZN90B7MSR43,Collective investments,0.49,0.86,0.84,0.48
BKQ,VWBQTU8GWB53,Communications and networking,0.94,0.41,0.69,0.63
HOFZ,YMD70KA0T241,Construction materials ,0.81,0.97,0.39,0.5
UHWT,QV5PBPI28LR7,Construction materials ,0.53,0.64,0.86,0.64
QEL,SSC1PUUQM9E8,Diversified industries,0.82,0.6,0.86,0.39
CMM,FJ5R3GJPJBJ3,Electronic equipment and parts,0.95,0.73,0.73,0.26
KCW,YVSXK5U43ZG5,Food and drug retailing,0.89,0.75,0.57,0.46
OMX,PHCGSFQWKVT0,Food and drug retailing,0.62,0.5,0.69,0.86
JHW,AADPCSLHOIV4,Freight and logistics services,0.5,0.88,0.39,0.9
MWB,HKXGB2XBS2U2,Healthcare equipment and supplies,0.98,0.69,0.42,0.58
MQK,VMQVQQPWI659,Industrial conglomerates,0.07,0.99,0.71,0.9
CGBC,FIVXZPPKVS58,Investment banking and investment services,0.95,0.43,0.75,0.54
APN,KWKZ7QKOP5F7,Metals and mining ,0.72,0.99,0.24,0.72
SATE,ZEIQQANM6MW5,Metals and mining ,0.73,0.76,0.32,0.86
XYEF,INZ4FJSZD2M5,Metals and mining ,0.93,0.65,0.94,0.15
AIID,DN9Y402HX7J3,Oil and gas related equipment and services,0.4,1,0.6,0.67
CGDZ,PBXN2PHU7D69,Personal and household,0.78,0.87,0.4,0.62
BPR,RMMGPGB84W34,Pharmaceuticals,0.63,0.24,0.91,0.89
JMO,JERKRBSGHA88,Renewable energy,0.81,0.97,0.76,0.13
DDH,BJU7I9X60VK9,Residential and commercial REITs,0.69,0.73,0.96,0.29
BKS,TGTL2T4ALGE4,Software and IT services,0.89,0.35,0.58,0.85
ZPO,VCOJ9F3FXAK8,Software and IT services,0.8,0.66,0.39,0.82
BPRP,VKX32MZMVSI1,Specialty retailers,0.46,0.9,0.33,0.98
EUOK,YAFBV2UUG892,Specialty retailers,0.85,0.96,0.61,0.25
QWX,XK0Y2NO2C5D5,Transport infrastructure,0.71,0.15,0.95,0.86
MXW,IORMFXRH98K3,Uranium,0.83,0.6,0.53,0.71
RVT,HAZQJ5OJ5CU7,Beverages,0.71,0.76,0.97,0.22
GYNK,XHNQIPXP8BD0,Biotechnology and medical research,0.63,0.95,0.18,0.9
QEM,KXUUV86TVQF4,Communications and networking,0.54,0.3,0.98,0.84
WRG,XXMVYT5GSCF5,"Computers, phones and household electronics ",0.93,0.01,0.87,0.85
NFYH,MSAUQZLIWKW9,Construction materials ,0.86,0.2,0.65,0.95
TYF,XAIJGOEEJZ48,Construction materials ,0.93,0.74,0.73,0.26
YWAQ,AQJX2WZLCRD9,Containers and packaging ,0.84,0.16,0.99,0.67
PKGZ,BSVWZU2J29Y0,Diversified industries,0.97,0.13,0.68,0.88
ZKLN,RFMEEEHEIR70,Diversified retail,0.66,0.31,0.89,0.8
XST,NXBTS4LD6H55,Electronic equipment and parts,0.49,0.92,0.41,0.84
FUYH,JY8YC2LW4RC6,Food and tobacco,0.72,0.77,0.72,0.45
OKMT,XZ7WL9XE0PT5,Healthcare providers and services,0.62,0.53,0.75,0.76
WKM,NLE419QDUCT1,Homebuilding and construction supplies,0.48,0.75,0.83,0.6
IAIQ,YF1CEHPROK24,Hotels and entertainment services,0.93,0.58,0.66,0.49
XJX,GV97JEL4MTO1,Insurance,0,1,0.69,0.97
GDK,WDJR9JFRAIR1,Leisure products,0.66,0.65,0.82,0.53
XZI,VLN1QCG225F2,Leisure products,0.95,0.78,0.6,0.33
HUU,BIU9W615MPO6,Oil and gas,0.84,0.86,0.65,0.31
LWIC,WSM797E9CPQ0,Oil and gas,0.96,0.46,0.49,0.75
ILZ,GY3AARHIDQ63,Oil and gas related equipment and services,0.75,0.87,0.66,0.38
NNT,TAHL6EISRT63,Oil and gas related equipment and services,0.38,0.76,0.65,0.87
JEV,PAE8SY2AD8U7,Paper and forest products,0.96,0.72,0.65,0.33
ZHEL,QCOKI66BZAF7,Paper and forest products,0.71,0.76,0.51,0.68
VKP,EISHJNHCD015,Passenger transportation services,0.86,0.33,0.62,0.85
FAP,XYU81NNP7BZ7,Pharmaceuticals,0.23,0.92,0.82,0.69
LQEA,KRKEHZ9KOYF9,Pharmaceuticals,0.45,0.63,0.64,0.94
GLO,TBURPPHIQ6D1,Renewable energy,0.63,0.26,0.83,0.94
YKVB,DIAGMZZOUJJ7,Residential and commercial REITs,0.28,0.48,0.99,0.91
QMFT,UNELPHO6F3R7,Semiconductors,0.9,0.62,0.15,0.99
YZJI,JOKPD5GW5KN7,Semiconductors,0.2,0.96,0.69,0.81
TYSV,GIX6T7IGXT43,Banking services,0.35,0.83,0.89,0.59
XRC,PJP0KXHRDCK4,Collective investments,0.61,0.77,0.43,0.85
JOV,ZTBGDEQGAQN6,Healthcare equipment and supplies,0.97,0.85,0.82,0.02
VBOA,QXW1LBCQ00Z1,Uranium,0.67,0.79,0.84,0.36
ERYC,FS9G9534ADJ5,Biotechnology and medical research,0.52,0.94,0.95,0.24
JRGG,ELZW50BVLOV2,Construction materials ,0.64,0.61,0.91,0.49
JEF,CFJ3PPNRN047,Electronic equipment and parts,0.49,0.82,0.39,0.95
KXM,GV0H306P99P4,Food and drug retailing,0.16,0.91,0.67,0.91
AIX,KSTFZKQJTXI0,Household goods,0.89,0.71,0.26,0.79
HQA,WWCXK39NBX12,Insurance,0.55,0.46,0.86,0.78
OUOX,LFE68DPSWRI8,Investment banking and investment services,0.86,0.2,0.64,0.95
QKUL,YJ01H1OGKR30,Pharmaceuticals,0.93,0.82,0.28,0.62
NCYX,EQX755IPJZ83,Professional and commercial services,0.74,0.74,0.37,0.8
LUWI,JANQJ9DJG3R0,Software and IT services,0.46,0.38,0.82,0.99
ANE,VLLT42ZM3HW4,Aerospace and defense,0.22,0.95,0.63,0.85
NWAB,COQSBYE91QN7,Aerospace and defense,0.98,0.67,0.43,0.57
YQOP,FI8EGN1O6N52,Aerospace and defense,0.97,0.62,0.92,0.14
FAB,VW3QLG7G1FF2,Automobiles and auto parts ,0.34,0.92,0.49,0.9
QGYN,RJJBYX3TL4Z2,Banking services,0.41,0.91,0.99,0.34
GDQD,NBLSXF4DGAT4,Beverages,0.53,0.89,0.38,0.85
WEZ,BVCVTZEMVV82,Chemicals ,0.88,0.89,0.73,0.15
LFMW,YMIJSPFUSPW1,Collective investments,0.18,0.99,0.55,0.93
QDQ,QJ2LFNJ54I92,"Computers, phones and household electronics ",0.74,0.13,0.86,0.92
QRV,YA5T0Z2Q8G51,"Computers, phones and household electronics ",0.88,0.28,0.61,0.88
QYAK,HN1GOK0QUOC5,Diversified industries,0.94,0.73,0.68,0.3
ZGIE,DYBQCB29ACU2,Diversified industries,0.92,0.73,0.09,0.91
RJT,LX66FGYIKSI5,Food and drug retailing,0.82,0.17,0.76,0.9
XEM,NDPNZQH29TC9,Food and tobacco,0.86,0.74,0.4,0.65
NXZY,GQ2FCQOQOE10,Homebuilding and construction supplies,0.77,0.99,0.82,0.07
TBHV,GSR0QERYO5L4,Investment holding companies,0.97,0.37,0.77,0.54
GZZ,LPLYRSGCEMY2,Media and publishing,0.83,0.83,0.55,0.44
EWSB,IS3YZ2CIGA46,Metals and mining ,0.47,0.75,0.46,0.97
NYER,LKI2XOF0SG60,Metals and mining ,0.31,0.57,0.79,0.98
FVZN,TOO8SKJDGBI1,Natural gas utilities,0.85,0.84,0.17,0.79
HAQ,VD23VTYNJYL9,Office equipment,0.91,0.8,0.37,0.57
JFMH,LSPDRNRNZ695,Paper and forest products,0.91,0,0.88,0.86
YZU,FHVXXYHC0G74,Real estate operations,0.68,0.94,0.82,0.21
JRVY,JQ5AGNV73FN5,Textiles and apparel,0.71,0.55,0.76,0.63
MOEK,BFMKV0PT45C5,Aerospace and defense,0.77,0.78,0.28,0.81
GYR,ASW4IYM8YHQ6,Automobiles and auto parts ,0.34,0.41,0.98,0.91
EYA,TPRAQ5PXRCS7,Beverages,0.43,0.88,0.89,0.44
DJYI,OM0BYYHJX8P0,Coal ,0.88,0.67,0.53,0.56
WGV,PQVZ7E7KRTM2,Communications and networking,0.93,0.22,0.63,0.86
WEF,PGT5EKH8O007,Containers and packaging ,0.64,0.65,0.53,0.82
TMB,NDV25I7NIOD7,Electric utilities and IPPs,0.13,0.86,0.72,0.93
DHCS,PW5C1QZAZ8K8,Household goods,0.14,0.6,0.92,0.98
SXG,FFXW57X8N766,Investment holding companies,0.25,0.99,0.97,0.43
YXZJ,MTURTANNDNL7,Investment holding companies,0.81,0.36,0.64,0.83
KGSI,QLALDZR0YC58,Leisure products,0.83,0.61,0.52,0.68
DWC,TZHVEI4GCJ28,Multiline utilities,0.77,0.99,0.43,0.45
CIU,CMLWU4QAW5M1,Oil and gas related equipment and services,0.31,0.98,0.99,0.36
CRRX,IIX4DLTKH180,Renewable energy,0.98,0.01,0.77,0.88
YEQ,FMO4DUIAMQ05,Residential and commercial REITs,0.97,0.29,0.81,0.57
VUO,RZ0F17Z2G6Q9,Semiconductors,0.66,0.66,0.9,0.42
QNKI,IZSW8IGZ3CC0,Software and IT services,0.43,0.92,0.73,0.56
ISTI,DDTTJ0A002D7,Telecommunications services,0.57,0.72,0.73,0.62
IYH,ZYWLZTUT54F9,Uranium,0.66,0.22,0.83,0.93
FSS,ZIB80BSWJ5M4,Chemicals ,0.58,0.6,0.97,0.49
OEAH,GWOY06YNNRY7,Food and drug retailing,0.84,0.34,0.73,0.73
FXH,QZKU5CD7QTN2,Homebuilding and construction supplies,0.74,0.68,0.69,0.53
YOHS,LFZWCLMVRDJ7,Industrial conglomerates,0.37,0.84,0.49,0.94
BNLB,RYPATZ9O6UP0,Oil and gas related equipment and services,0.96,0.69,0.99,
AMCB,JEH7AS3QBUU1,Real estate operations,0.97,0.18,0.76,0.73
NQR,KHPOJPBKWVT7,Residential and commercial REITs,0.84,0.27,0.56,0.97
NYEA,AE34928GGBP7,Residential and commercial REITs,0.99,0.81,0.5,0.34
NHE,YXSD97XL5FF6,Automobiles and auto parts ,0.95,0.44,0.77,0.47
MCED,GHQR536V83M5,Banking services,0.69,0.87,0.82,0.25
NGXM,LNZEONVQJD62,Banking services,0.97,0.72,0.27,0.67
BZYP,KZ0STHD3DDL7,Biotechnology and medical research,0.48,0.82,0.56,0.77
YEA,YHZRV3NR0VI8,Coal ,0.98,0.3,0.44,0.91
YXXG,TC3OD7I8EP87,Communications and networking,0.51,0.85,0.96,0.31
LJV,FSM29KRMLQV9,Construction materials ,0.22,0.78,0.99,0.64
WIS,LUHU50VNCZR2,Construction materials ,0.77,0.84,0.4,0.62
BQY,NGLUHWK7XLL7,Containers and packaging ,0.78,0.95,,0.9
PHVE,FW1WZQ9315S6,Containers and packaging ,0.64,0.42,0.88,0.69
ENBU,QVLZ9CF0WBY4,Diversified retail,0.75,0.6,0.95,0.33
XQRU,MKNZKVXOK256,Diversified retail,0.99,0.67,0.38,0.59
GREC,TUW1YND8LOD3,Electronic equipment and parts,0.83,0.16,0.66,0.98
USAA,BFIBCR8MOER0,Food and drug retailing,0.28,0.45,0.93,0.97
OSY,OUIND3K1OSK7,Food and tobacco,0.57,0.25,0.93,0.88
BCTD,RC9WW5U6REB3,Healthcare equipment and supplies,0.84,0.92,0.49,0.38
EDQ,WIYCU1ZNF3B9,Hotels and entertainment services,0.5,0.93,0.36,0.84
CJK,LCMIZWFLUTM4,Investment banking and investment services,0.76,0.59,0.42,0.86
TLWJ,LVGX8OT1UA51,Investment holding companies,0.52,0.41,1,0.7
RBT,ZJ0DJWIPD8Z2,"Machinery, tools, heavy vehicles, trains and ships",0.65,0.59,0.87,0.52
VRD,PFM5VIU013V7,Media and publishing,0.94,0.92,0.03,0.74
JRBU,VCAFXJGC5OI5,Natural gas utilities,0.89,0.55,0.33,0.86
RKXB,WIFDAYGXHFA9,Office equipment,0,0.91,0.88,0.84
CAR,FM48EVC9DDJ9,Oil and gas,0.87,0.73,0.7,0.33
UME,WV6T48834JC1,Oil and gas,0.65,0.57,0.54,0.87
ZAL,FUKMCG73GLO2,Oil and gas,0.29,0.54,0.81,0.99
RPY,UGJ85G8R8HF7,Paper and forest products,0.48,0.31,0.94,0.9
RBWU,XI20M09HP2D6,Personal and household,0.73,0.5,0.66,0.74
IRN,NR898O8J7TS1,Real estate operations,0.37,0.33,0.97,0.96
YRY,UF6RF4ER7S81,Real estate operations,0.71,0.98,0.39,0.55
QHVR,PLGPDULF34P7,Renewable energy,0.66,0.9,0.43,0.64
YPZ,UI5BXWTABGA9,Renewable energy,0.88,0.8,0.63,0.32
TCF,EYYF27N3FDR7,Residential and commercial REITs,0.71,0.97,0.05,0.9
FMH,RU26SO4D1B52,Specialty retailers,0.73,0.55,0.46,0.89
JXH,QPT4XAYONXX1,Specialty retailers,0.69,0.14,0.81,0.99
WYOH,ILS7D83GIQB4,Telecommunications services,0.57,0.9,0.3,0.86
UXJC,GWXQ2XRPTIN2,Aerospace and defense,0.03,0.97,0.92,0.7
RDZ,AM7OQGGYAIO9,Automobiles and auto parts ,0.31,0.73,0.91,0.67
VIBG,RDOQM8KZTK65,Banking services,0.83,0.45,0.6,0.74
VIK,JDL6XRJGP667,Banking services,0.89,0.74,0.7,0.29
WMJS,KFOGXNHE4VQ0,Biotechnology and medical research,0.75,0.41,0.49,0.97
NYF,IKQLAEMWJUD8,Chemicals ,0.59,0.46,0.85,0.72
ZDZ,TP19RT81CJM3,Coal ,0.93,0.68,0.89,0.12
JDY,XYY88U7ZOZP9,"Computers, phones and household electronics ",0.46,0.31,0.96,0.89
GBZQ,WKV4VSP9RO47,Construction and engineering,0.58,0.98,0.43,0.63
VZVS,DT9JNHMMT1F3,Construction materials ,0.84,1,,0.78
ISO,QR17DIWJFD91,Electric utilities and IPPs,0.91,0.85,0.65,0.21
RKST,OKQJHP0FU5O1,Food and tobacco,0.99,0.48,0.44,0.71
XHT,CZ5G9ITHFBR7,Healthcare equipment and supplies,0.68,0.95,,0.99
OKPO,JMCQF2EOHOM5,Hotels and entertainment services,0.51,0.79,0.91,0.41
KJNY,SHQ8GX2YMBE9,Industrial conglomerates,0.34,0.96,0.95,0.37
WCGS,UX57U9S558Y2,Insurance,0.39,0.52,0.82,0.89
STWO,TG423VMPKH33,Investment banking and investment services,0.58,0.96,0.63,0.45
GGA,PAEZDZO34YS1,Investment holding companies,0.49,0.96,0.22,0.95
HZI,UQHX6P725QW3,Investment holding companies,0.75,0.7,0.89,0.28
YQTQ,UJTUUPLTZZ57,Leisure products,0.89,0.88,0.32,0.53
ZKLQ,PW482DL9NXJ7,"Machinery, tools, heavy vehicles, trains and ships",0.77,0.95,0.06,0.84
BKE,ACN6UYKUET77,Metals and mining ,0.66,0.6,0.61,0.75
WRUW,KXSLVZFCLRV5,Metals and mining ,0.48,0.72,0.48,0.94
RGPX,GU80C5WADZS2,Office equipment,0.37,0.49,1,0.76
LDWJ,DY9UXOHVQWH5,Oil and gas,0.91,0.48,0.52,0.71
RLWE,ZPZL18CTEZO5,Oil and gas,0.43,0.87,0.59,0.73
WEB,WWVIJPFD2GO2,Oil and gas related equipment and services,0.23,0.83,0.9,0.66
YNZL,PKZIOU1457F4,Oil and gas related equipment and services,0.77,0.4,0.7,0.75
STNB,APQIQ0354OP5,Paper and forest products,0.29,0.94,0.52,0.87
GCY,NCEOQ6QR6UU4,Personal and household,0.93,0.32,0.45,0.92
BLS,EONAHLS1NY22,Pharmaceuticals,0.59,0.65,0.73,0.65
HUYI,LSVJSM1CASN9,Pharmaceuticals,0.87,0.66,0.28,0.81
GFQ,OMZQTA5WH767,Semiconductors,0.25,0.96,0.62,0.79
NFIL,ZTPBT3TEX018,Specialty retailers,0.45,0.79,0.63,0.75
USL,SZDYQDW8K1F6,Specialty retailers,0.49,0.61,0.91,0.61
GEZ,SE7EY61656C4,Transport infrastructure,0.76,0.62,0.43,0.81
WFDT,LHJ45YF9EHL1,Uranium,0.83,0.71,0.25,0.83
SVQ,RTVPEZGLEVA3,Beverages,0.98,0.63,0.44,0.57
TJCW,UFTWHBURNV40,Chemicals ,0.43,0.73,0.89,0.57
GVY,BSBU834S5PI4,Diversified retail,0.56,0.61,0.61,0.84
FUH,RBBWKAO4NWC8,Industrial conglomerates,0.88,0.81,0.49,0.44
GJPF,FRNIM3C5PGO2,Leisure products,0.71,0.82,0.42,0.67
CRAV,NYXT14Y96P68,Containers and packaging ,0.96,0.99,0.4,0.26
GVC,FKPZ7J3H4V85,Electric utilities and IPPs,0.84,0.58,0.99,0.2
FXI,LO0J5GB53GD3,Food and drug retailing,0.64,0.73,0.93,0.31
NKLU,KPGGKHY3DWI1,Food and tobacco,0.73,0.39,0.81,0.68
FPB,QDDV7L7QTNN5,Specialty retailers,0.5,0.26,0.92,0.93
NKZV,JOCH80XGI1M9,Specialty retailers,0.71,0.83,0.91,0.16
CLZ,AXA5TONCAA61,Transport infrastructure,0.81,0.3,0.72,0.78
GTS,NCOZRK72YZ96,Aerospace and defense,0.9,0.89,0.52,0.3
FEPA,BXQYZIWDWQ10,Banking services,0.99,0.28,0.98,0.36
SOP,CA0LSQVRZVV6,Collective investments,0.64,0.88,0.44,0.65
YUD,DA1BHT8BM5F1,Collective investments,0.84,0.92,0.45,0.4
BHD,PN6Q0YJKFEY6,Communications and networking,0.69,0.96,0.96,
DRWZ,MF86E5VJAFS1,"Computers, phones and household electronics ",0.69,0.29,0.79,0.84
ISQG,LNQAF8SW9KB4,Construction materials ,0.75,0.86,0.27,0.73
CGT,TUGG72QCPPX4,Diversified retail,0.72,0.39,0.69,0.81
PFKX,EI3XQ46VI474,Diversified retail,0.96,0.62,0.55,0.48
PCVF,XYTYB4HDY992,Electric utilities and IPPs,0.75,0.73,0.53,0.6
HHJ,PFVPSAR7W2D0,Food and drug retailing,0.77,0.53,0.47,0.84
HSC,SIA9R8XZDVH3,Food and drug retailing,0.87,0.82,0.73,0.19
KIXU,TC11QLRZYLY3,Food and drug retailing,0.97,0.52,0.78,0.34
XNJ,UYWDD6QNV9L1,Freight and logistics services,0.7,0.28,0.95,0.68
AJOY,IFE3TVET06V6,Healthcare equipment and supplies,0.96,0.48,0.42,0.75
LFJS,XIYUWYKUSVH9,Homebuilding and construction supplies,0.74,0.77,0.27,0.83
CVYA,ZOSMS50KHA41,Industrial conglomerates,1,0.23,0.63,0.75
SCI,OQ1BW7VQ5HF8,Leisure products,0.71,0,0.98,0.92
TMJZ,LBFMDPQ8HXL0,"Machinery, tools, heavy vehicles, trains and ships",0.54,0.88,0.62,0.57
BSAS,MGV0IJXI34Q2,Natural gas utilities,0.76,,0.87,0.98
SWYS,MZLNF4H6V466,Natural gas utilities,0.21,0.7,0.76,0.94
GXTQ,FG0YP8S6RLO1,Oil and gas related equipment and services,0.66,0.37,0.6,0.98
NFIM,PSZKBQ25SJP1,Pharmaceuticals,0.77,0.41,1,0.43
UDVG,OW65YVL8RKH4,Renewable energy,0.8,0.93,0.85,0.03
XIB,BN1KM6D8GXM9,Renewable energy,0.56,0.69,0.92,0.44
VWZ,BJ3KZCMS69O0,Residential and commercial REITs,0.77,0.84,0.17,0.83
PHGE,SXRFTN3KB823,Software and IT services,0.38,0.65,0.76,0.82
TKD,YNDFTIKYL6Z1,Textiles and apparel,0.62,0.55,0.9,0.54
MJOU,QN93CJO2NIQ5,Uranium,0.91,0.72,0.9,0.08
PMO,BUAMXW3O55J2,Aerospace and defense,0.79,0.05,0.86,0.9
DNFF,GLG7W183O661,Collective investments,0.18,0.83,0.97,0.62
QUYE,IKER8N7JFU12,Communications and networking,0.88,0.65,0.86,0.21
TEY,RRCPTKCZRGT2,"Computers, phones and household electronics ",0.23,0.94,0.98,0.45
QNB,SZGCS8A2UC78,Electric utilities and IPPs,0.98,0.53,0.21,0.88
FBUH,LVNFUS6F71N2,Electronic equipment and parts,0.62,0.96,0.92,0.1
RFS,YXSNKD03QI56,Healthcare providers and services,0.75,0.5,0.9,0.45
BNW,SN9K1HCOYTT6,Leisure products,0.82,0.95,,0.83
RXJ,LMZKOGPMLO74,"Machinery, tools, heavy vehicles, trains and ships",0.76,0.75,0.57,0.52
XYF,ZQACWIMN4NN9,"Machinery, tools, heavy vehicles, trains and ships",0.64,0.47,0.66,0.83
FQU,DCFMYR2ICC91,Metals and mining ,0.9,0.78,0.05,0.87
SSA,VO8QSQVGEBJ2,Metals and mining ,0.9,,0.93,0.77
ZPHI,DTTLN4ISFBW7,Multiline utilities,0.18,0.97,0.56,0.89
RYNA,WM0OA8V7CD41,Natural gas utilities,0.91,0.72,0.33,0.64
RZE,YJCX2JBXGQ03,Natural gas utilities,0.82,0.44,0.9,0.44
GZN,RRHWY939LGI4,Office equipment,0.76,0.42,0.56,0.86
SVFT,LYRE5KINTP18,Office equipment,0.85,0.92,0.38,0.45
VENX,IZCZUTHRP6U6,Oil and gas,0.78,0.94,0.05,0.83
JGI,VXXLEEAZSMK6,Oil and gas related equipment and services,0.88,0.65,0.21,0.86
RZUO,FQKTJML63HY9,Oil and gas related equipment and services,0.81,0.74,0.74,0.31
KIDN,YAW69GBF42M4,Pharmaceuticals,0.92,0.39,0.35,0.94
QCIO,IRUSZYRH2J52,Professional and commercial services,0.83,0.77,0.67,0.33
HISB,XJ00YJOKYK27,Real estate operations,0.75,0.66,0.58,0.61
XBQM,XRL6WC7Y2L20,Renewable energy,0.91,0.2,0.85,0.64
AKMW,DGCFR09XRUE7,Residential and commercial REITs,0.9,0.78,0.92,
PJX,EA34S1Z3CWA7,Specialty retailers,0.75,0.87,0.98,
THHW,GE1BKD156RP1,Specialty retailers,0.39,0.59,0.64,0.98
DAG,TIVSDP3QPYD9,Textiles and apparel,0.32,0.92,0.68,0.68
ZVD,FL4AMWFWYJ43,Transport infrastructure,0.86,0.51,0.29,0.94
GBQ,EQSVU0FBUTT2,Uranium,0.68,0.98,0.27,0.67
ZYC,OAGFCOBEEJ82,Water and related utilities,0.44,0.49,0.82,0.85
EOVW,FJN0OSUGZ4L7,Automobiles and auto parts ,0.96,0.71,0.63,0.3
SKW,XCCZNJYECWX3,Collective investments,0.95,0.08,0.87,0.7
SSZT,KNSIZB1AWZF6,Food and tobacco,0.47,0.77,0.98,0.38
VIST,VQWR38V2B5I1,Hotels and entertainment services,0.96,0.34,0.35,0.95
WICS,CP0QVE1UY2A3,Multiline utilities,0.85,0.47,0.34,0.94
OMO,TCJELL8A0Z58,Natural gas utilities,0.89,0.97,,0.74
